university,OPEID6,UNITID,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Southern Utah University,3678,230603.0,Southern Utah University,Public,1,5208,Finance and Financial Management Services.,3,Bachelor's Degree,0,16,19,48483,0,16,17,39369,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,17,55140,PrivacySuppressed,17,53566,PrivacySuppressed,PrivacySuppressed,16,56469,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Southern Utah University,3678,230603.0,Southern Utah University,Public,1,5209,Hospitality Administration/Management.,3,Bachelor's Degree,0,17,22,31320,1,18,19,32382,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19,38776,16,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,18,49961,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Southern Utah University,3678,230603.0,Southern Utah University,Public,1,5214,Marketing.,3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,17,18,41565,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,21,46765,20,19,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,17,33485,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,20,50623,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Southern Utah University,3678,230603.0,Southern Utah University,Public,1,5401,History.,3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,17,19,26739,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,24,32021,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,100,"Agriculture, General.",3,Bachelor's Degree,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,101,Agricultural Business and Management.,3,Bachelor's Degree,2,30,37,42830,2,18,21,43798,38,44727,PrivacySuppressed,PrivacySuppressed,27,49292,PrivacySuppressed,PrivacySuppressed,22,48194,22,17,21,49946,PrivacySuppressed,PrivacySuppressed,17,54527,PrivacySuppressed,PrivacySuppressed,1,38,45395,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,23,56338,PrivacySuppressed,20,57317,PrivacySuppressed,PrivacySuppressed,19,57249,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,103,Agricultural Production Operations.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,13,14,39909,16,42551,PrivacySuppressed,PrivacySuppressed,16,41490,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,17,41572,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,107,International Agriculture.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,108,Agricultural Public Services.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,109,Animal Sciences.,3,Bachelor's Degree,4,44,57,27412,3,32,42,25194,55,31208,PrivacySuppressed,PrivacySuppressed,24,39713,46,28536,44,32182,39,27,39,32612,PrivacySuppressed,PrivacySuppressed,19,46698,25,25331,4,70,30278,32,PrivacySuppressed,PrivacySuppressed,4,41,38971,25,38,38972,PrivacySuppressed,PrivacySuppressed,18,52808,23,32435,PrivacySuppressed,27
Utah State University,3677,230728.0,Utah State University,Public,1,110,Food Science and Technology.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,111,Plant Sciences.,3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,31,36,37568,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,41,42676,33,29,38,42801,PrivacySuppressed,PrivacySuppressed,26,47151,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7,33,50220,PrivacySuppressed,30,50378,PrivacySuppressed,PrivacySuppressed,22,54151,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17
Utah State University,3677,230728.0,Utah State University,Public,1,112,Soil Sciences.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,301,Natural Resources Conservation and Research.,3,Bachelor's Degree,0,PrivacySuppressed,16,36131,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17,33664,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,25,31279,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,302,Natural Resources Management and Policy.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,303,Fishing and Fisheries Sciences and Management.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,305,Forestry.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,306,Wildlife and Wildlands Science and Management.,3,Bachelor's Degree,2,30,40,32995,3,9,11,29685,50,33278,16,38402,41,38944,26,23415,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,66,33754,36,PrivacySuppressed,PrivacySuppressed,4,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,404,Environmental Design.,3,Bachelor's Degree,1,PrivacySuppressed,20,32039,1,12,13,36848,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,405,Interior Architecture.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,406,Landscape Architecture.,3,Bachelor's Degree,0,32,38,45539,0,21,24,47729,33,51408,PrivacySuppressed,PrivacySuppressed,23,54676,17,45667,24,55769,24,20,21,56424,PrivacySuppressed,PrivacySuppressed,18,56322,PrivacySuppressed,PrivacySuppressed,1,40,48671,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,25,61739,PrivacySuppressed,21,66709,PrivacySuppressed,PrivacySuppressed,19,66783,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,501,Area Studies.,3,Bachelor's Degree,4,20,26,27801,3,15,24,19683,31,36753,PrivacySuppressed,PrivacySuppressed,22,37218,17,27068,26,30798,20,PrivacySuppressed,26,32087,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,39,33660,21,PrivacySuppressed,PrivacySuppressed,4,18,44503,PrivacySuppressed,18,46669,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,901,Communication and Media Studies.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35,37553,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27,36985,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,40,37101,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,904,Journalism.,3,Bachelor's Degree,4,50,60,35765,3,44,51,36668,62,38381,PrivacySuppressed,PrivacySuppressed,27,40007,46,36719,53,40415,47,40,44,38581,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,39,33011,2,74,38390,46,PrivacySuppressed,PrivacySuppressed,7,46,42911,30,38,42595,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,32,41015,PrivacySuppressed,33
Utah State University,3677,230728.0,Utah State University,Public,1,909,"Public Relations, Advertising, and Applied Communication.",3,Bachelor's Degree,0,20,22,34124,0,11,16,33993,19,25638,PrivacySuppressed,PrivacySuppressed,16,26763,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,24,25858,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,17,53112,PrivacySuppressed,17,52656,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,5,93,103,65903,3,73,73,69338,99,66947,PrivacySuppressed,PrivacySuppressed,101,67796,PrivacySuppressed,PrivacySuppressed,77,78293,74,72,72,78634,PrivacySuppressed,PrivacySuppressed,73,79790,PrivacySuppressed,PrivacySuppressed,3,111,67784,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,72,91862,PrivacySuppressed,67,91924,PrivacySuppressed,PrivacySuppressed,69,92112,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,50
Utah State University,3677,230728.0,Utah State University,Public,1,1104,Information Science/Studies.,3,Bachelor's Degree,0,91,94,54047,4,78,81,60298,88,57528,PrivacySuppressed,PrivacySuppressed,89,58073,PrivacySuppressed,PrivacySuppressed,89,67919,80,79,82,67961,PrivacySuppressed,PrivacySuppressed,82,67639,PrivacySuppressed,PrivacySuppressed,2,99,57418,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,85,78628,PrivacySuppressed,80,77611,PrivacySuppressed,PrivacySuppressed,78,79637,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,67
Utah State University,3677,230728.0,Utah State University,Public,1,1305,Educational/Instructional Media Design.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,1310,Special Education and Teaching.,3,Bachelor's Degree,4,36,40,42876,6,47,52,38878,81,56815,38,64219,25,67103,94,56823,53,39642,46,37,46,37588,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,50,41935,1,119,57508,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7,44,49647,PrivacySuppressed,38,48800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,42,49404,PrivacySuppressed,34
Utah State University,3677,230728.0,Utah State University,Public,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,7,165,192,40754,17,160,187,37528,155,43014,32,43494,PrivacySuppressed,PrivacySuppressed,177,42748,189,38360,152,126,163,36165,26,40673,PrivacySuppressed,PrivacySuppressed,179,37511,6,187,43193,129,PrivacySuppressed,PrivacySuppressed,48,147,45267,102,123,44563,24,49216,PrivacySuppressed,PrivacySuppressed,137,44665,16,120
Utah State University,3677,230728.0,Utah State University,Public,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,19,219,297,31591,19,192,247,32658,272,34890,39,32608,118,39233,196,32232,250,34891,200,158,217,33954,33,43048,71,46443,179,29249,21,314,33949,169,PrivacySuppressed,PrivacySuppressed,40,247,48047,171,211,47860,37,48756,86,56508,160,39640,57,182
Utah State University,3677,230728.0,Utah State University,Public,1,1401,"Engineering, General.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,1408,Civil Engineering.,3,Bachelor's Degree,1,60,62,55217,1,44,44,54656,53,59809,PrivacySuppressed,PrivacySuppressed,48,59057,PrivacySuppressed,PrivacySuppressed,64,66130,45,43,63,66136,PrivacySuppressed,PrivacySuppressed,58,66075,PrivacySuppressed,PrivacySuppressed,0,56,60203,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,66,75925,PrivacySuppressed,66,76150,PrivacySuppressed,PrivacySuppressed,64,75947,PrivacySuppressed,PrivacySuppressed,23,51
