university,OPEID6,UNITID,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Weber State University,3680,230782.0,Weber State University,Public,1,1107,Computer Science.,3,Bachelor's Degree,2,98,101,61731,2,87,92,69338,106,69298,PrivacySuppressed,PrivacySuppressed,102,69264,PrivacySuppressed,PrivacySuppressed,102,79399,93,89,91,79987,PrivacySuppressed,PrivacySuppressed,95,80758,PrivacySuppressed,PrivacySuppressed,7,115,69835,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,107,89974,PrivacySuppressed,95,91182,PrivacySuppressed,PrivacySuppressed,100,92269,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,97
Weber State University,3680,230782.0,Weber State University,Public,1,1108,Computer Software and Media Applications.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1109,Computer Systems Networking and Telecommunications.,3,Bachelor's Degree,0,23,24,50526,0,17,17,57318,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,22,65258,17,16,19,66106,PrivacySuppressed,PrivacySuppressed,18,65019,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,23,71805,PrivacySuppressed,20,75547,PrivacySuppressed,PrivacySuppressed,19,72035,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19
Weber State University,3680,230782.0,Weber State University,Public,1,1110,Computer/Information Technology Administration and Management.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1310,Special Education and Teaching.,3,Bachelor's Degree,0,PrivacySuppressed,16,42203,0,19,22,40419,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,3,71,86,40942,5,63,73,36776,56,42765,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,63,43031,76,34344,61,44,66,34750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,74,31888,2,67,42655,49,PrivacySuppressed,PrivacySuppressed,16,62,44408,43,54,43989,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,61,44289,PrivacySuppressed,55
Weber State University,3680,230782.0,Weber State University,Public,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,3,56,62,40650,4,84,98,38000,32,46800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,30,44297,101,39107,81,65,88,39407,PrivacySuppressed,PrivacySuppressed,37,47096,64,29403,1,41,44739,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,11,98,45752,74,85,46699,PrivacySuppressed,PrivacySuppressed,35,48956,63,42338,16,85
Weber State University,3680,230782.0,Weber State University,Public,1,1399,"Education, Other.",3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1409,Computer Engineering.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,0,31,32,66786,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,24,65532,PrivacySuppressed,PrivacySuppressed,23,66143,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,26,64841,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1419,Mechanical Engineering.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1503,Electrical Engineering Technologies/Technicians.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,22,25,60623,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,24,72181,23,22,19,74493,PrivacySuppressed,PrivacySuppressed,24,72187,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,22,78959,PrivacySuppressed,18,80591,PrivacySuppressed,PrivacySuppressed,22,78859,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19
Weber State University,3680,230782.0,Weber State University,Public,1,1506,Industrial Production Technologies/Technicians.,3,Bachelor's Degree,0,29,29,70126,1,46,46,71661,41,67792,PrivacySuppressed,PrivacySuppressed,44,68160,PrivacySuppressed,PrivacySuppressed,48,76609,47,46,37,73842,PrivacySuppressed,PrivacySuppressed,45,77200,PrivacySuppressed,PrivacySuppressed,0,46,69077,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,46,84292,PrivacySuppressed,38,84108,PrivacySuppressed,PrivacySuppressed,44,84242,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31
Weber State University,3680,230782.0,Weber State University,Public,1,1508,Mechanical Engineering Related Technologies/Technicians.,3,Bachelor's Degree,1,49,51,66394,1,54,58,61728,27,62296,PrivacySuppressed,PrivacySuppressed,27,62170,PrivacySuppressed,PrivacySuppressed,56,67053,52,51,47,66727,PrivacySuppressed,PrivacySuppressed,49,69523,PrivacySuppressed,PrivacySuppressed,1,33,62141,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,58,72469,PrivacySuppressed,50,71095,PrivacySuppressed,PrivacySuppressed,51,74038,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,44
Weber State University,3680,230782.0,Weber State University,Public,1,1512,Computer Engineering Technologies/Technicians.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1513,Drafting/Design Engineering Technologies/Technicians.,3,Bachelor's Degree,0,17,19,50966,0,14,15,58673,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,19,70108,PrivacySuppressed,16,69844,PrivacySuppressed,PrivacySuppressed,17,70293,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16
Weber State University,3680,230782.0,Weber State University,Public,1,1605,"Germanic Languages, Literatures, and Linguistics.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,3,18,25,36770,0,24,34,33993,23,35807,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,30,48713,26,22,29,48193,PrivacySuppressed,PrivacySuppressed,22,51506,PrivacySuppressed,PrivacySuppressed,1,26,35904,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,31,56633,PrivacySuppressed,30,55536,PrivacySuppressed,PrivacySuppressed,25,60658,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,26
Weber State University,3680,230782.0,Weber State University,Public,1,1905,"Foods, Nutrition, and Related Services.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,11,39,57,24260,9,36,53,22627,56,30601,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,58,31204,66,22944,48,33,61,22960,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,59,21250,7,58,31167,29,PrivacySuppressed,PrivacySuppressed,13,54,36219,32,49,36498,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,46,33924,PrivacySuppressed,48
Weber State University,3680,230782.0,Weber State University,Public,1,2301,"English Language and Literature, General.",3,Bachelor's Degree,7,18,25,28608,0,25,28,37208,18,34447,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,29,33617,24,23,27,33957,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19,31701,6,21,33292,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,28,39889,PrivacySuppressed,26,40035,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,18,38624,PrivacySuppressed,24
Weber State University,3680,230782.0,Weber State University,Public,1,2313,Rhetoric and Composition/Writing Studies.,3,Bachelor's Degree,0,25,32,28497,2,25,30,34348,27,33026,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,25,29893,32,36167,28,24,27,31511,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,21,28087,2,30,30804,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,30,40671,PrivacySuppressed,25,38997,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17,34361,PrivacySuppressed,26
Weber State University,3680,230782.0,Weber State University,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,3,32,44,41178,1,19,22,32029,24,35988,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17,34821,24,44734,23,17,22,43483,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,30,38071,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,21,51593,PrivacySuppressed,20,52786,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17
Weber State University,3680,230782.0,Weber State University,Public,1,2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,2603,Botany/Plant Biology.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,2605,Microbiological Sciences and Immunology.,3,Bachelor's Degree,2,28,37,30584,3,24,28,41565,29,37008,PrivacySuppressed,PrivacySuppressed,20,41617,PrivacySuppressed,PrivacySuppressed,33,46195,24,21,26,47550,PrivacySuppressed,PrivacySuppressed,16,50481,16,43407,1,35,38438,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,33,55856,PrivacySuppressed,30,55912,PrivacySuppressed,PrivacySuppressed,19,60785,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27
Weber State University,3680,230782.0,Weber State University,Public,1,2607,Zoology/Animal Biology.,3,Bachelor's Degree,5,25,37,28201,1,30,38,26585,27,34327,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23,28237,34,31279,33,26,29,31475,PrivacySuppressed,PrivacySuppressed,16,41082,18,26309,2,35,33052,19,PrivacySuppressed,PrivacySuppressed,2,39,35147,22,34,34392,PrivacySuppressed,PrivacySuppressed,19,44342,21,30268,PrivacySuppressed,29
Weber State University,3680,230782.0,Weber State University,Public,1,2701,Mathematics.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,2703,Applied Mathematics.,3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,2799,"Mathematics and Statistics, Other.",3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,3011,Gerontology.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Weber State University,3680,230782.0,Weber State University,Public,1,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,1,24,31,33549,1,13,19,28055,19,35620,PrivacySuppressed,PrivacySuppressed,16,35128,PrivacySuppressed,PrivacySuppressed,21,32980,19,PrivacySuppressed,19,32355,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16,27984,2,25,34152,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,18,34578,PrivacySuppressed,16,34457,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
