INSTNM,OPEID6,CONTROL,MAIN,CIPDEF,CIPFIELD,CIPCODE,CREDLEV,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Utah Valley University,4027,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5138,3,1.0,92.0,94.0,55946.0,3.0,85.0,96.0,54894.0,102.0,60897.0,,,31.0,66071.0,83.0,55520.0,96.0,50735.0,85.0,67.0,90.0,49958.0,,,,,84.0,49859.0,2.0,116.0,59532.0,,,,11.0,90.0,65009.0,72.0,83.0,66074.0,,,,,78.0,62603.0,16.0,70.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5202,3,10.0,285.0,309.0,53406.0,20.0,290.0,325.0,52207.0,290.0,56184.0,30.0,60259.0,252.0,58939.0,68.0,40458.0,345.0,60071.0,308.0,281.0,325.0,58979.0,21.0,90713.0,284.0,63244.0,61.0,34727.0,8.0,320.0,56394.0,267.0,,,22.0,341.0,71749.0,301.0,320.0,71071.0,22.0,111440.0,288.0,74026.0,55.0,45089.0,38.0,279.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5203,3,5.0,115.0,123.0,49230.0,7.0,103.0,115.0,46790.0,109.0,50200.0,,,71.0,56702.0,49.0,41810.0,140.0,55997.0,101.0,89.0,124.0,55985.0,,,86.0,61305.0,54.0,42719.0,5.0,120.0,51058.0,101.0,,,14.0,134.0,65175.0,113.0,118.0,64743.0,,,87.0,71971.0,45.0,55141.0,34.0,113.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5207,3,0.0,,,,,,,,16.0,56530.0,,,,,,,,,,,,,,,,,,,0.0,16.0,56200.0,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5208,3,3.0,111.0,123.0,51652.0,1.0,61.0,64.0,53608.0,137.0,57768.0,,,123.0,59308.0,23.0,43013.0,70.0,66025.0,64.0,59.0,67.0,65380.0,,,62.0,70248.0,,,3.0,145.0,57758.0,124.0,,,2.0,66.0,83180.0,,64.0,82856.0,,,58.0,85211.0,,,,52.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5209,3,3.0,43.0,49.0,35971.0,3.0,21.0,23.0,38289.0,39.0,36407.0,,,,,35.0,34681.0,26.0,32700.0,24.0,19.0,25.0,34227.0,,,,,19.0,29348.0,6.0,46.0,37706.0,29.0,,,5.0,23.0,50174.0,,20.0,50025.0,,,,,16.0,47950.0,,19.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5210,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,47856.0,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5214,3,3.0,86.0,97.0,48425.0,1.0,56.0,62.0,47520.0,105.0,50935.0,,,82.0,57298.0,36.0,42883.0,63.0,59462.0,59.0,51.0,57.0,59952.0,,,48.0,61852.0,,,2.0,118.0,51672.0,94.0,,,4.0,58.0,66493.0,,52.0,68180.0,,,45.0,72619.0,,,,48.0
Utah Valley University,4027,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5220,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,HISTORY.,54,5401,3,0.0,23.0,29.0,33537.0,1.0,19.0,20.0,31133.0,19.0,31404.0,,,,,,,19.0,39394.0,19.0,17.0,17.0,39228.0,,,,,,,1.0,19.0,32694.0,,,,2.0,18.0,36231.0,,16.0,38041.0,,,,,,,,16.0
University of Utah,3675,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0301,3,3.0,34.0,38.0,29801.0,1.0,14.0,18.0,25194.0,,,,,,,,,21.0,39848.0,17.0,18.0,,,,,,,,,2.0,,,,,,0.0,21.0,44911.0,,,,,,,,,,,
University of Utah,3675,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0402,3,1.0,20.0,22.0,37829.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,39464.0,,,,1.0,20.0,62795.0,,,,,,,,,,,
University of Utah,3675,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0409,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0499,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",05,0501,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",05,0502,3,0.0,19.0,23.0,34734.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0901,3,10.0,303.0,355.0,38433.0,5.0,130.0,148.0,39369.0,221.0,41357.0,79.0,42850.0,122.0,42469.0,174.0,41362.0,153.0,49802.0,146.0,132.0,114.0,49428.0,38.0,52035.0,69.0,50868.0,84.0,48237.0,7.0,298.0,42257.0,211.0,,,7.0,142.0,53623.0,112.0,108.0,53191.0,34.0,54065.0,68.0,53806.0,72.0,53273.0,,115.0
University of Utah,3675,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1104,3,0.0,64.0,72.0,58265.0,0.0,22.0,22.0,62409.0,56.0,64912.0,,,59.0,68252.0,,,25.0,69168.0,22.0,22.0,22.0,66937.0,,,22.0,65858.0,,,1.0,69.0,65910.0,,,,1.0,21.0,90312.0,,18.0,89386.0,,,,,,,,19.0
University of Utah,3675,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1107,3,0.0,119.0,124.0,78226.0,4.0,44.0,47.0,74307.0,93.0,84787.0,36.0,90510.0,115.0,85699.0,,,55.0,88739.0,50.0,48.0,46.0,85070.0,,,51.0,84981.0,,,7.0,129.0,85652.0,,,,3.0,52.0,99562.0,,43.0,98699.0,,,48.0,99844.0,,,,37.0
University of Utah,3675,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1108,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,EDUCATION.,13,1301,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,EDUCATION.,13,1310,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,EDUCATION.,13,1312,3,0.0,59.0,60.0,43884.0,1.0,32.0,36.0,40652.0,44.0,47742.0,,,,,50.0,47691.0,31.0,45111.0,28.0,26.0,28.0,43988.0,,,,,25.0,46206.0,0.0,54.0,48025.0,,,,4.0,25.0,47204.0,,23.0,46369.0,,,,,21.0,47089.0,,21.0
University of Utah,3675,Public,1,EDUCATION.,13,1313,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1401,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1405,3,0.0,37.0,39.0,60458.0,1.0,15.0,18.0,54035.0,29.0,64432.0,,,30.0,63344.0,,,19.0,72228.0,16.0,,16.0,77734.0,,,,,,,0.0,39.0,63887.0,,,,3.0,16.0,93547.0,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1407,3,3.0,80.0,85.0,67225.0,1.0,32.0,32.0,65894.0,65.0,72473.0,16.0,78052.0,60.0,73849.0,22.0,72751.0,35.0,73917.0,33.0,32.0,27.0,75627.0,,,26.0,75479.0,,,5.0,81.0,73510.0,,,,3.0,33.0,80643.0,,25.0,81157.0,,,24.0,82743.0,,,,25.0
University of Utah,3675,Public,1,ENGINEERING.,14,1408,3,0.0,62.0,65.0,59806.0,0.0,38.0,41.0,57657.0,47.0,63772.0,,,43.0,64417.0,,,43.0,66106.0,39.0,39.0,34.0,63707.0,,,37.0,66002.0,,,0.0,55.0,64713.0,,,,0.0,44.0,73089.0,,34.0,72942.0,,,38.0,73028.0,,,,37.0
University of Utah,3675,Public,1,ENGINEERING.,14,1409,3,0.0,21.0,23.0,71337.0,,,,,22.0,77953.0,,,27.0,75341.0,,,,,,,,,,,,,,,1.0,26.0,75570.0,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1410,3,1.0,36.0,38.0,66036.0,1.0,22.0,23.0,66821.0,33.0,73226.0,,,38.0,73580.0,,,20.0,84431.0,16.0,16.0,20.0,84504.0,,,18.0,84473.0,,,3.0,42.0,71975.0,,,,4.0,22.0,93865.0,,20.0,94409.0,,,20.0,97393.0,,,,18.0
University of Utah,3675,Public,1,ENGINEERING.,14,1418,3,0.0,17.0,16.0,42076.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,56052.0,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1419,3,6.0,174.0,182.0,63860.0,2.0,73.0,77.0,62260.0,139.0,68015.0,25.0,64495.0,146.0,67551.0,17.0,59707.0,76.0,72183.0,75.0,69.0,62.0,70227.0,,,73.0,71503.0,,,5.0,163.0,67601.0,,,,5.0,79.0,79480.0,,64.0,79290.0,,,75.0,79126.0,,,,63.0
University of Utah,3675,Public,1,ENGINEERING.,14,1420,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1421,3,0.0,18.0,18.0,67359.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1433,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGINEERING.,14,1439,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1601,3,0.0,17.0,28.0,29413.0,1.0,13.0,14.0,26739.0,22.0,32636.0,,,,,,,,,,,,,,,,,,,2.0,28.0,30881.0,,,,2.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1603,3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1604,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1605,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1609,3,2.0,16.0,20.0,43095.0,1.0,13.0,18.0,26739.0,,,,,,,,,,,,,,,,,,,,,0.0,16.0,44728.0,,,,2.0,17.0,49166.0,,16.0,47967.0,,,,,,,,
University of Utah,3675,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1612,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1904,3,0.0,25.0,30.0,47195.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1907,3,14.0,92.0,127.0,30673.0,11.0,43.0,57.0,26997.0,98.0,32470.0,17.0,31928.0,,,103.0,31703.0,67.0,26916.0,51.0,35.0,56.0,20675.0,,,,,59.0,20975.0,15.0,115.0,32998.0,59.0,,,14.0,56.0,41041.0,33.0,46.0,39642.0,,,,,47.0,35065.0,,40.0
University of Utah,3675,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1999,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,LEGAL PROFESSIONS AND STUDIES.,22,2200,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2301,3,7.0,58.0,78.0,32822.0,4.0,29.0,40.0,27048.0,54.0,31023.0,17.0,23052.0,19.0,43231.0,52.0,30366.0,47.0,33302.0,32.0,31.0,35.0,38745.0,,,16.0,39515.0,32.0,32748.0,10.0,71.0,30897.0,32.0,,,7.0,44.0,44957.0,,34.0,45364.0,,,,,30.0,45026.0,,35.0
University of Utah,3675,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2313,3,1.0,22.0,23.0,37281.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,39943.0,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",24,2401,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2601,3,5.0,96.0,144.0,28679.0,1.0,49.0,65.0,28598.0,95.0,32692.0,36.0,35168.0,56.0,36032.0,75.0,31782.0,51.0,38472.0,45.0,33.0,41.0,38295.0,,,26.0,47697.0,26.0,31047.0,4.0,131.0,33436.0,68.0,,,4.0,47.0,51081.0,,33.0,53222.0,,,23.0,60854.0,23.0,39197.0,,35.0
University of Utah,3675,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2602,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,MATHEMATICS AND STATISTICS.,27,2701,3,2.0,32.0,34.0,46077.0,2.0,13.0,16.0,47952.0,25.0,46347.0,,,22.0,52384.0,,,19.0,59724.0,16.0,,,,,,,,,,3.0,34.0,56462.0,,,,3.0,17.0,69595.0,,,,,,,,,,,
University of Utah,3675,Public,1,MATHEMATICS AND STATISTICS.,27,2703,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3005,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3008,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3020,3,13.0,54.0,74.0,34511.0,3.0,36.0,43.0,38289.0,39.0,43188.0,,,28.0,47373.0,23.0,36432.0,48.0,37602.0,38.0,31.0,41.0,35536.0,,,25.0,39853.0,22.0,35269.0,7.0,52.0,37755.0,33.0,,,8.0,41.0,56942.0,,33.0,48910.0,,,22.0,67781.0,20.0,47030.0,,29.0
University of Utah,3675,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3101,3,3.0,65.0,86.0,35711.0,1.0,18.0,28.0,25967.0,52.0,34577.0,23.0,35580.0,31.0,37969.0,45.0,33831.0,31.0,33939.0,29.0,19.0,25.0,29050.0,,,16.0,36377.0,,,1.0,75.0,35104.0,43.0,,,4.0,25.0,42364.0,,19.0,31817.0,,,,,,,,16.0
University of Utah,3675,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3105,3,9.0,97.0,137.0,29370.0,2.0,51.0,57.0,35594.0,119.0,34810.0,40.0,30375.0,66.0,34109.0,93.0,33968.0,56.0,33824.0,49.0,41.0,46.0,32168.0,,,32.0,33971.0,24.0,33146.0,12.0,159.0,34364.0,86.0,,,4.0,54.0,52242.0,,44.0,48333.0,,,32.0,57081.0,23.0,44895.0,,39.0
University of Utah,3675,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3801,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3802,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4004,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4005,3,3.0,28.0,33.0,36731.0,0.0,21.0,22.0,35060.0,23.0,37596.0,,,18.0,43868.0,,,20.0,48337.0,19.0,16.0,,,,,,,,,3.0,33.0,38443.0,,,,2.0,19.0,61624.0,,,,,,,,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4006,3,0.0,16.0,21.0,34946.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,36638.0,,,,1.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4008,3,1.0,28.0,31.0,41887.0,3.0,12.0,16.0,48432.0,21.0,44195.0,,,24.0,46580.0,,,21.0,50170.0,16.0,18.0,19.0,54771.0,,,19.0,56730.0,,,4.0,27.0,46844.0,,,,2.0,18.0,69676.0,,16.0,61388.0,,,17.0,73211.0,,,,
University of Utah,3675,Public,1,PHYSICAL SCIENCES.,40,4099,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,PSYCHOLOGY.,42,4201,3,17.0,168.0,223.0,30774.0,9.0,96.0,120.0,30098.0,175.0,31703.0,38.0,39182.0,65.0,36122.0,148.0,32115.0,106.0,34708.0,92.0,76.0,82.0,33711.0,23.0,42742.0,31.0,37324.0,75.0,34297.0,16.0,213.0,32569.0,113.0,,,9.0,94.0,42396.0,65.0,77.0,40930.0,18.0,47799.0,28.0,45198.0,65.0,40981.0,,76.0
University of Utah,3675,Public,1,PSYCHOLOGY.,42,4227,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,44,4407,3,4.0,45.0,54.0,35854.0,1.0,19.0,19.0,33192.0,50.0,36575.0,,,,,50.0,37249.0,31.0,39541.0,16.0,,27.0,38558.0,,,,,28.0,37721.0,5.0,59.0,37283.0,39.0,,,1.0,32.0,47108.0,,28.0,46845.0,,,,,26.0,46514.0,17.0,27.0
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4501,3,4.0,51.0,58.0,39139.0,1.0,15.0,21.0,28960.0,33.0,39837.0,,,,,40.0,35115.0,22.0,36353.0,19.0,,19.0,34396.0,,,,,16.0,32315.0,8.0,48.0,35846.0,28.0,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4502,3,11.0,35.0,49.0,28754.0,1.0,16.0,25.0,26739.0,28.0,33644.0,,,,,26.0,30258.0,26.0,33019.0,24.0,18.0,24.0,34017.0,,,,,17.0,35190.0,2.0,36.0,33315.0,19.0,,,5.0,21.0,37854.0,,19.0,40696.0,,,,,,,,17.0
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4504,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4506,3,7.0,133.0,152.0,45716.0,4.0,73.0,88.0,43351.0,110.0,52074.0,44.0,52513.0,132.0,53847.0,22.0,49529.0,88.0,57217.0,83.0,78.0,71.0,57404.0,17.0,53825.0,66.0,60787.0,22.0,49634.0,4.0,154.0,51466.0,124.0,,,4.0,92.0,68470.0,,72.0,67245.0,21.0,74235.0,70.0,70645.0,23.0,59794.0,,66.0
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4507,3,3.0,17.0,20.0,38063.0,0.0,9.0,11.0,33993.0,,,,,,,,,,,,,,,,,,,,,4.0,18.0,39600.0,,,,2.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4510,3,2.0,77.0,89.0,37073.0,1.0,33.0,40.0,33281.0,54.0,41568.0,,,37.0,41071.0,32.0,33311.0,37.0,48627.0,32.0,31.0,31.0,48963.0,,,,,,,5.0,69.0,41114.0,44.0,,,1.0,39.0,52856.0,,32.0,51897.0,,,24.0,51852.0,,,,29.0
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4511,3,7.0,93.0,121.0,35174.0,6.0,49.0,58.0,29926.0,74.0,33372.0,18.0,37331.0,26.0,27976.0,66.0,36171.0,66.0,37673.0,55.0,46.0,59.0,37549.0,,,30.0,37365.0,36.0,39921.0,5.0,92.0,35082.0,56.0,,,4.0,68.0,47324.0,,57.0,44673.0,,,29.0,50877.0,39.0,43530.0,,46.0
University of Utah,3675,Public,1,SOCIAL SCIENCES.,45,4512,3,1.0,22.0,29.0,38068.0,,,,,,,,,16.0,46095.0,,,,,,,,,,,,,,,1.0,24.0,46496.0,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5001,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5003,3,2.0,,26.0,20152.0,3.0,7.0,14.0,19227.0,,,20.0,18313.0,,,31.0,18130.0,,,,,,,,,,,,,2.0,33.0,18588.0,,,,3.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5004,3,2.0,16.0,19.0,52747.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,60314.0,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5005,3,1.0,24.0,41.0,24796.0,,,,,,,16.0,26412.0,,,23.0,24112.0,,,,,,,,,,,,,2.0,30.0,25713.0,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5006,3,8.0,76.0,111.0,29147.0,3.0,36.0,54.0,23649.0,79.0,25535.0,42.0,26392.0,91.0,26634.0,30.0,22967.0,,,,,,,,,,,,,9.0,121.0,25918.0,47.0,,,4.0,54.0,37398.0,34.0,45.0,38192.0,,,35.0,38366.0,20.0,36486.0,,43.0
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5007,3,2.0,52.0,67.0,38615.0,3.0,30.0,40.0,33565.0,51.0,33748.0,,,,,43.0,31319.0,45.0,32221.0,40.0,32.0,39.0,26669.0,,,,,31.0,27355.0,3.0,64.0,32828.0,34.0,,,5.0,36.0,47300.0,,31.0,44571.0,,,,,26.0,42380.0,,31.0
University of Utah,3675,Public,1,VISUAL AND PERFORMING ARTS.,50,5009,3,3.0,23.0,41.0,21696.0,3.0,15.0,22.0,34704.0,32.0,37263.0,,,,,21.0,28786.0,,,,,,,,,,,,,4.0,38.0,34041.0,19.0,,,5.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5102,3,3.0,,,,1.0,9.0,11.0,24035.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5109,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5110,3,0.0,27.0,27.0,59770.0,1.0,12.0,12.0,50856.0,19.0,65048.0,,,,,18.0,60924.0,,,,,,,,,,,,,0.0,28.0,61145.0,,,,1.0,,,,,,,,,,,,,
